# t [orb]   torque   torque_smoothing   torque_M2
2.99792e+02   -2.07372e-06   -1.62035e-07   3.89358e-04
2.99800e+02   -2.07372e-06   -1.28199e-07   4.41958e-04
2.99808e+02   -2.07372e-06   -1.44841e-07   4.95193e-04
2.99816e+02   -2.07372e-06   -1.49786e-07   5.44631e-04
2.99824e+02   -2.07372e-06   -1.27913e-07   5.94949e-04
2.99832e+02   -2.07371e-06   -1.43114e-07   6.41961e-04
2.99840e+02   -2.07371e-06   -1.30694e-07   6.89699e-04
2.99848e+02   -2.07371e-06   -1.33415e-07   7.33248e-04
2.99856e+02   -2.07372e-06   -1.46401e-07   7.76484e-04
2.99864e+02   -2.07373e-06   -1.66892e-07   8.16229e-04
2.99872e+02   -2.07373e-06   -1.47490e-07   8.55843e-04
2.99880e+02   -2.07374e-06   -1.41339e-07   8.91971e-04
2.99888e+02   -2.07375e-06   -1.69510e-07   9.25318e-04
2.99896e+02   -2.07376e-06   -1.35184e-07   9.57626e-04
2.99904e+02   -2.07377e-06   -1.37010e-07   9.86392e-04
2.99912e+02   -2.07378e-06   -1.33500e-07   1.01418e-03
2.99920e+02   -2.07378e-06   -1.38541e-07   1.03837e-03
2.99928e+02   -2.07379e-06   -1.33110e-07   1.06031e-03
2.99936e+02   -2.07379e-06   -1.44394e-07   1.07882e-03
2.99944e+02   -2.07379e-06   -1.36317e-07   1.09544e-03
2.99952e+02   -2.07379e-06   -1.22125e-07   1.10897e-03
2.99960e+02   -2.07380e-06   -1.48288e-07   1.12000e-03
2.99968e+02   -2.07380e-06   -1.50766e-07   1.12757e-03
2.99976e+02   -2.07381e-06   -1.47524e-07   1.13250e-03
2.99984e+02   -2.07382e-06   -1.31059e-07   1.13481e-03
2.99992e+02   -2.07382e-06   -1.53457e-07   1.13435e-03
3.00000e+02   -2.07382e-06   -1.52701e-07   1.13075e-03
3.00008e+02   -2.07383e-06   -1.49713e-07   1.12440e-03
3.00016e+02   -2.07383e-06   -1.31184e-07   1.11495e-03
3.00024e+02   -2.07383e-06   -1.30216e-07   1.10326e-03
3.00032e+02   -2.07383e-06   -1.51975e-07   1.08816e-03
3.00040e+02   -2.07383e-06   -1.39146e-07   1.07088e-03
3.00048e+02   -2.07383e-06   -1.67701e-07   1.05012e-03
3.00056e+02   -2.07383e-06   -1.13117e-07   1.02762e-03
3.00064e+02   -2.07383e-06   -1.39852e-07   1.00271e-03
3.00072e+02   -2.07383e-06   -1.51963e-07   9.74016e-04
3.00080e+02   -2.07383e-06   -1.51225e-07   9.44126e-04
3.00088e+02   -2.07383e-06   -1.37877e-07   9.10574e-04
3.00096e+02   -2.07383e-06   -1.49850e-07   8.76120e-04
3.00104e+02   -2.07383e-06   -1.65058e-07   8.37927e-04
3.00112e+02   -2.07383e-06   -1.40077e-07   7.99029e-04
3.00120e+02   -2.07382e-06   -1.40430e-07   7.56658e-04
3.00128e+02   -2.07382e-06   -1.42654e-07   7.14097e-04
3.00136e+02   -2.07382e-06   -1.32010e-07   6.67983e-04
3.00144e+02   -2.07382e-06   -1.27111e-07   6.21930e-04
3.00152e+02   -2.07381e-06   -1.60778e-07   5.74232e-04
3.00160e+02   -2.07380e-06   -9.39562e-08   5.23259e-04
3.00168e+02   -2.07380e-06   -1.53605e-07   4.73005e-04
3.00176e+02   -2.07379e-06   -1.42619e-07   4.19482e-04
3.00184e+02   -2.07379e-06   -1.32377e-07   3.66781e-04
3.00192e+02   -2.07378e-06   -1.39379e-07   3.11052e-04
3.00200e+02   -2.07377e-06   -1.51524e-07   2.57044e-04
3.00208e+02   -2.07377e-06   -1.57649e-07   2.00031e-04
3.00216e+02   -2.07376e-06   -1.38992e-07   1.44743e-04
3.00224e+02   -2.07376e-06   -1.24311e-07   8.64855e-05
3.00232e+02   -2.07375e-06   -1.30682e-07   3.06040e-05
3.00240e+02   -2.07375e-06   -1.22731e-07   -2.52133e-05
3.00248e+02   -2.07374e-06   -1.42419e-07   -8.33266e-05
3.00256e+02   -2.07374e-06   -1.49601e-07   -1.38946e-04
3.00264e+02   -2.07374e-06   -1.18959e-07   -1.96801e-04
3.00272e+02   -2.07373e-06   -1.33066e-07   -2.51658e-04
3.00280e+02   -2.07372e-06   -1.30262e-07   -3.08084e-04
3.00288e+02   -2.07372e-06   -1.35804e-07   -3.61454e-04
3.00296e+02   -2.07372e-06   -1.55807e-07   -4.16356e-04
3.00304e+02   -2.07371e-06   -1.50742e-07   -4.68067e-04
3.00312e+02   -2.07371e-06   -1.37107e-07   -5.20431e-04
3.00320e+02   -2.07371e-06   -1.24115e-07   -5.69455e-04
3.00328e+02   -2.07372e-06   -1.18891e-07   -6.17088e-04
3.00336e+02   -2.07373e-06   -1.28030e-07   -6.65391e-04
3.00344e+02   -2.07373e-06   -1.21966e-07   -7.10011e-04
3.00352e+02   -2.07374e-06   -1.34924e-07   -7.54430e-04
3.00360e+02   -2.07375e-06   -1.41829e-07   -7.95270e-04
3.00368e+02   -2.07376e-06   -1.57219e-07   -8.35771e-04
3.00376e+02   -2.07376e-06   -1.36146e-07   -8.72787e-04
3.00384e+02   -2.07377e-06   -1.47942e-07   -9.08937e-04
3.00392e+02   -2.07377e-06   -1.35368e-07   -9.41263e-04
3.00400e+02   -2.07377e-06   -1.31745e-07   -9.72556e-04
3.00408e+02   -2.07378e-06   -1.29474e-07   -1.00027e-03
3.00416e+02   -2.07379e-06   -1.63183e-07   -1.02564e-03
3.00424e+02   -2.07380e-06   -1.38008e-07   -1.04926e-03
3.00432e+02   -2.07380e-06   -1.30453e-07   -1.06929e-03
3.00440e+02   -2.07382e-06   -1.37877e-07   -1.08741e-03
3.00448e+02   -2.07383e-06   -1.47655e-07   -1.10223e-03
3.00456e+02   -2.07385e-06   -1.41747e-07   -1.11473e-03
3.00464e+02   -2.07386e-06   -1.15422e-07   -1.12395e-03
3.00472e+02   -2.07387e-06   -1.32690e-07   -1.13067e-03
3.00480e+02   -2.07388e-06   -1.22520e-07   -1.13427e-03
3.00488e+02   -2.07389e-06   -1.45002e-07   -1.13524e-03
3.00496e+02   -2.07390e-06   -1.06223e-07   -1.13321e-03
3.00504e+02   -2.07390e-06   -1.09167e-07   -1.12821e-03
3.00512e+02   -2.07390e-06   -1.25085e-07   -1.12061e-03
3.00520e+02   -2.07390e-06   -1.33861e-07   -1.11027e-03
3.00528e+02   -2.07391e-06   -1.29130e-07   -1.09668e-03
3.00536e+02   -2.07391e-06   -1.25911e-07   -1.08076e-03
3.00544e+02   -2.07391e-06   -1.36776e-07   -1.06156e-03
3.00552e+02   -2.07392e-06   -1.33125e-07   -1.04046e-03
3.00560e+02   -2.07393e-06   -1.41055e-07   -1.01578e-03
3.00568e+02   -2.07394e-06   -1.18860e-07   -9.89544e-04
3.00576e+02   -2.07395e-06   -1.42420e-07   -9.59578e-04
3.00584e+02   -2.07396e-06   -1.54206e-07   -9.28585e-04
3.00592e+02   -2.07396e-06   -1.39705e-07   -8.93850e-04
3.00600e+02   -2.07396e-06   -1.21827e-07   -8.58280e-04
3.00608e+02   -2.07396e-06   -1.26338e-07   -8.20507e-04
3.00616e+02   -2.07395e-06   -1.32585e-07   -7.79118e-04
3.00624e+02   -2.07395e-06   -1.32549e-07   -7.37573e-04
3.00632e+02   -2.07395e-06   -1.35113e-07   -6.92320e-04
3.00640e+02   -2.07394e-06   -1.46434e-07   -6.47099e-04
3.00648e+02   -2.07394e-06   -1.33788e-07   -5.98183e-04
3.00656e+02   -2.07394e-06   -1.38571e-07   -5.49927e-04
3.00664e+02   -2.07394e-06   -1.63020e-07   -4.98290e-04
3.00672e+02   -2.07395e-06   -9.98706e-08   -4.47410e-04
3.00680e+02   -2.07395e-06   -1.45619e-07   -3.93145e-04
3.00688e+02   -2.07395e-06   -1.47768e-07   -3.40003e-04
3.00696e+02   -2.07395e-06   -1.35824e-07   -2.86270e-04
3.00704e+02   -2.07394e-06   -1.23857e-07   -2.29538e-04
3.00712e+02   -2.07393e-06   -1.20083e-07   -1.74427e-04
3.00720e+02   -2.07392e-06   -1.14385e-07   -1.16337e-04
3.00728e+02   -2.07391e-06   -1.32502e-07   -6.04000e-05
3.00736e+02   -2.07390e-06   -1.41433e-07   -2.26673e-06
3.00744e+02   -2.07389e-06   -1.10852e-07   5.36471e-05
3.00752e+02   -2.07388e-06   -1.11550e-07   1.11861e-04
3.00760e+02   -2.07387e-06   -1.35860e-07   1.67587e-04
3.00768e+02   -2.07386e-06   -1.60670e-07   2.25073e-04
3.00776e+02   -2.07386e-06   -1.32427e-07   2.79534e-04
3.00784e+02   -2.07385e-06   -1.61370e-07   3.33407e-04
3.00792e+02   -2.07385e-06   -1.34198e-07   3.88821e-04
3.00800e+02   -2.07385e-06   -1.33218e-07   4.41128e-04
3.00808e+02   -2.07384e-06   -1.39065e-07   4.94228e-04
3.00816e+02   -2.07383e-06   -1.22361e-07   5.43883e-04
3.00824e+02   -2.07382e-06   -1.27926e-07   5.94308e-04
3.00832e+02   -2.07381e-06   -1.09206e-07   6.41439e-04
3.00840e+02   -2.07380e-06   -1.29743e-07   6.88782e-04
3.00848e+02   -2.07379e-06   -1.29131e-07   7.32375e-04
3.00856e+02   -2.07379e-06   -1.39949e-07   7.75872e-04
3.00864e+02   -2.07378e-06   -1.48426e-07   8.15772e-04
3.00872e+02   -2.07378e-06   -1.29425e-07   8.53849e-04
3.00880e+02   -2.07378e-06   -1.39210e-07   8.91129e-04
3.00888e+02   -2.07379e-06   -1.20299e-07   9.24661e-04
3.00896e+02   -2.07379e-06   -1.34619e-07   9.57214e-04
3.00904e+02   -2.07379e-06   -1.31988e-07   9.86147e-04
3.00912e+02   -2.07380e-06   -1.51260e-07   1.01385e-03
3.00920e+02   -2.07380e-06   -1.35826e-07   1.03771e-03
3.00928e+02   -2.07380e-06   -1.38957e-07   1.05993e-03
3.00936e+02   -2.07380e-06   -1.34659e-07   1.07865e-03
3.00944e+02   -2.07380e-06   -1.47317e-07   1.09545e-03
3.00952e+02   -2.07380e-06   -1.23607e-07   1.10885e-03
3.00960e+02   -2.07381e-06   -1.27425e-07   1.11941e-03
3.00968e+02   -2.07381e-06   -1.30886e-07   1.12757e-03
3.00976e+02   -2.07381e-06   -1.33523e-07   1.13261e-03
3.00984e+02   -2.07382e-06   -1.43637e-07   1.13503e-03
3.00992e+02   -2.07383e-06   -1.21749e-07   1.13444e-03
3.01000e+02   -2.07383e-06   -1.26610e-07   1.13084e-03
3.01008e+02   -2.07384e-06   -1.30428e-07   1.12467e-03
3.01016e+02   -2.07385e-06   -1.33819e-07   1.11530e-03
3.01024e+02   -2.07386e-06   -1.36142e-07   1.10361e-03
3.01032e+02   -2.07387e-06   -1.28035e-07   1.08846e-03
3.01040e+02   -2.07387e-06   -1.45536e-07   1.07122e-03
3.01048e+02   -2.07387e-06   -1.23984e-07   1.05141e-03
3.01056e+02   -2.07387e-06   -1.11362e-07   1.02806e-03
3.01064e+02   -2.07387e-06   -1.34085e-07   1.00306e-03
3.01072e+02   -2.07388e-06   -1.59214e-07   9.74323e-04
3.01080e+02   -2.07388e-06   -1.06972e-07   9.44530e-04
3.01088e+02   -2.07388e-06   -1.27151e-07   9.11029e-04
3.01096e+02   -2.07388e-06   -1.36261e-07   8.76579e-04
3.01104e+02   -2.07388e-06   -1.34670e-07   8.38366e-04
3.01112e+02   -2.07389e-06   -1.45715e-07   7.99561e-04
3.01120e+02   -2.07389e-06   -1.23512e-07   7.57216e-04
3.01128e+02   -2.07389e-06   -1.36288e-07   7.14654e-04
3.01136e+02   -2.07389e-06   -1.27086e-07   6.70313e-04
3.01144e+02   -2.07390e-06   -1.36851e-07   6.22222e-04
3.01152e+02   -2.07390e-06   -1.32760e-07   5.74635e-04
3.01160e+02   -2.07390e-06   -1.19875e-07   5.23800e-04
3.01168e+02   -2.07389e-06   -1.45837e-07   4.73617e-04
3.01176e+02   -2.07389e-06   -1.51213e-07   4.19976e-04
3.01184e+02   -2.07388e-06   -1.17366e-07   3.67363e-04
3.01192e+02   -2.07388e-06   -1.22901e-07   3.11768e-04
3.01200e+02   -2.07388e-06   -1.44141e-07   2.57718e-04
3.01208e+02   -2.07387e-06   -1.29146e-07   2.00666e-04
3.01216e+02   -2.07387e-06   -1.21553e-07   1.45219e-04
3.01224e+02   -2.07387e-06   -1.35501e-07   8.94266e-05
3.01232e+02   -2.07387e-06   -1.29920e-07   3.12690e-05
3.01240e+02   -2.07386e-06   -1.46649e-07   -2.45854e-05
3.01248e+02   -2.07386e-06   -1.38682e-07   -8.28105e-05
3.01256e+02   -2.07386e-06   -1.42899e-07   -1.38666e-04
3.01264e+02   -2.07385e-06   -1.06179e-07   -1.96396e-04
3.01272e+02   -2.07385e-06   -1.41209e-07   -2.51154e-04
3.01280e+02   -2.07384e-06   -1.32902e-07   -3.07549e-04
3.01288e+02   -2.07383e-06   -1.21298e-07   -3.61063e-04
3.01296e+02   -2.07382e-06   -1.27280e-07   -4.16027e-04
3.01304e+02   -2.07381e-06   -1.28891e-07   -4.67611e-04
3.01312e+02   -2.07380e-06   -1.13021e-07   -5.19980e-04
3.01320e+02   -2.07379e-06   -1.05424e-07   -5.69003e-04
3.01328e+02   -2.07378e-06   -1.36987e-07   -6.16807e-04
3.01336e+02   -2.07378e-06   -1.45372e-07   -6.65090e-04
3.01344e+02   -2.07377e-06   -1.36838e-07   -7.09625e-04
3.01352e+02   -2.07377e-06   -1.51727e-07   -7.54044e-04
3.01360e+02   -2.07377e-06   -1.52614e-07   -7.94889e-04
3.01368e+02   -2.07376e-06   -1.18809e-07   -8.35542e-04
3.01376e+02   -2.07376e-06   -1.40527e-07   -8.72459e-04
3.01384e+02   -2.07376e-06   -1.36468e-07   -9.08527e-04
3.01392e+02   -2.07376e-06   -1.23992e-07   -9.40864e-04
3.01400e+02   -2.07376e-06   -1.32298e-07   -9.72202e-04
3.01408e+02   -2.07376e-06   -1.37268e-07   -9.99982e-04
3.01416e+02   -2.07375e-06   -1.34618e-07   -1.02522e-03
3.01424e+02   -2.07375e-06   -1.30462e-07   -1.04886e-03
3.01432e+02   -2.07375e-06   -1.62900e-07   -1.06890e-03
3.01440e+02   -2.07375e-06   -1.47897e-07   -1.08711e-03
3.01448e+02   -2.07375e-06   -1.38938e-07   -1.10192e-03
3.01456e+02   -2.07376e-06   -1.47307e-07   -1.11434e-03
3.01464e+02   -2.07376e-06   -1.50123e-07   -1.12365e-03
3.01472e+02   -2.07377e-06   -1.26887e-07   -1.13039e-03
3.01480e+02   -2.07378e-06   -1.54066e-07   -1.13411e-03
3.01488e+02   -2.07379e-06   -1.30170e-07   -1.13501e-03
3.01496e+02   -2.07381e-06   -1.43534e-07   -1.13298e-03
3.01504e+02   -2.07382e-06   -1.42065e-07   -1.12827e-03
3.01512e+02   -2.07383e-06   -1.47495e-07   -1.12038e-03
3.01520e+02   -2.07383e-06   -1.26824e-07   -1.11010e-03
3.01528e+02   -2.07383e-06   -1.25360e-07   -1.09646e-03
3.01536e+02   -2.07384e-06   -1.43553e-07   -1.08063e-03
3.01544e+02   -2.07384e-06   -1.60514e-07   -1.06142e-03
3.01552e+02   -2.07384e-06   -1.53488e-07   -1.04029e-03
3.01560e+02   -2.07385e-06   -1.55080e-07   -1.01563e-03
3.01568e+02   -2.07386e-06   -1.51761e-07   -9.89294e-04
3.01576e+02   -2.07387e-06   -1.45540e-07   -9.59448e-04
3.01584e+02   -2.07388e-06   -1.53749e-07   -9.28518e-04
3.01592e+02   -2.07389e-06   -1.51898e-07   -8.95258e-04
3.01600e+02   -2.07391e-06   -1.60467e-07   -8.58231e-04
3.01608e+02   -2.07392e-06   -1.30377e-07   -8.20470e-04
3.01616e+02   -2.07393e-06   -1.28632e-07   -7.79206e-04
3.01624e+02   -2.07393e-06   -1.41969e-07   -7.37634e-04
3.01632e+02   -2.07393e-06   -1.42892e-07   -6.92374e-04
3.01640e+02   -2.07393e-06   -1.27186e-07   -6.47170e-04
3.01648e+02   -2.07393e-06   -1.39411e-07   -5.98463e-04
3.01656e+02   -2.07392e-06   -1.34603e-07   -5.50224e-04
3.01664e+02   -2.07392e-06   -1.47521e-07   -4.98490e-04
3.01672e+02   -2.07392e-06   -1.67266e-07   -4.47595e-04
3.01680e+02   -2.07393e-06   -1.53047e-07   -3.95567e-04
3.01688e+02   -2.07393e-06   -1.41492e-07   -3.40423e-04
3.01696e+02   -2.07394e-06   -1.30327e-07   -2.86745e-04
3.01704e+02   -2.07395e-06   -1.53481e-07   -2.30010e-04
3.01712e+02   -2.07396e-06   -1.16740e-07   -1.74914e-04
3.01720e+02   -2.07396e-06   -1.34365e-07   -1.17156e-04
3.01728e+02   -2.07397e-06   -1.48065e-07   -6.14346e-05
3.01736e+02   -2.07396e-06   -1.38610e-07   -3.12015e-06
3.01744e+02   -2.07396e-06   -1.28678e-07   5.28739e-05
3.01752e+02   -2.07395e-06   -1.52254e-07   1.11086e-04
3.01760e+02   -2.07394e-06   -1.35746e-07   1.66528e-04
3.01768e+02   -2.07393e-06   -1.41490e-07   2.21623e-04
3.01776e+02   -2.07392e-06   -1.36029e-07   2.78579e-04
3.01784e+02   -2.07392e-06   -1.51174e-07   3.32586e-04
3.01792e+02   -2.07392e-06   -1.49349e-07   3.87942e-04
3.01800e+02   -2.07392e-06   -1.35353e-07   4.39943e-04
3.01808e+02   -2.07392e-06   -1.49675e-07   4.93129e-04
3.01816e+02   -2.07391e-06   -1.42561e-07   5.43030e-04
3.01824e+02   -2.07391e-06   -1.25194e-07   5.93647e-04
3.01832e+02   -2.07391e-06   -1.28076e-07   6.40650e-04
3.01840e+02   -2.07390e-06   -1.37679e-07   6.87790e-04
3.01848e+02   -2.07389e-06   -1.32036e-07   7.31589e-04
3.01856e+02   -2.07387e-06   -1.31342e-07   7.73572e-04
3.01864e+02   -2.07386e-06   -1.38024e-07   8.15367e-04
3.01872e+02   -2.07384e-06   -1.28340e-07   8.53266e-04
3.01880e+02   -2.07383e-06   -1.25557e-07   8.90456e-04
3.01888e+02   -2.07382e-06   -1.52682e-07   9.24255e-04
3.01896e+02   -2.07382e-06   -1.34836e-07   9.57001e-04
3.01904e+02   -2.07381e-06   -1.49731e-07   9.86090e-04
3.01912e+02   -2.07381e-06   -1.40734e-07   1.01366e-03
3.01920e+02   -2.07381e-06   -1.47476e-07   1.03760e-03
3.01928e+02   -2.07381e-06   -1.10854e-07   1.05996e-03
3.01936e+02   -2.07380e-06   -1.39038e-07   1.07878e-03
3.01944e+02   -2.07380e-06   -1.49194e-07   1.09498e-03
3.01952e+02   -2.07380e-06   -1.39853e-07   1.10884e-03
3.01960e+02   -2.07379e-06   -1.19442e-07   1.11948e-03
3.01968e+02   -2.07378e-06   -1.49904e-07   1.12780e-03
3.01976e+02   -2.07377e-06   -1.38915e-07   1.13297e-03
3.01984e+02   -2.07377e-06   -1.29033e-07   1.13538e-03
3.01992e+02   -2.07376e-06   -1.38351e-07   1.13468e-03
3.02000e+02   -2.07376e-06   -1.27844e-07   1.13120e-03
3.02008e+02   -2.07377e-06   -1.42389e-07   1.12509e-03
3.02016e+02   -2.07377e-06   -1.56257e-07   1.11580e-03
3.02024e+02   -2.07378e-06   -1.33093e-07   1.10402e-03
3.02032e+02   -2.07379e-06   -1.12092e-07   1.08874e-03
3.02040e+02   -2.07379e-06   -1.21907e-07   1.07164e-03
3.02048e+02   -2.07380e-06   -1.50872e-07   1.05190e-03
3.02056e+02   -2.07380e-06   -1.45338e-07   1.02858e-03
3.02064e+02   -2.07381e-06   -1.42566e-07   1.00353e-03
3.02072e+02   -2.07382e-06   -1.37337e-07   9.74775e-04
3.02080e+02   -2.07382e-06   -1.19715e-07   9.45000e-04
3.02088e+02   -2.07382e-06   -1.22353e-07   9.11473e-04
3.02096e+02   -2.07382e-06   -1.45311e-07   8.76994e-04
3.02104e+02   -2.07382e-06   -1.24394e-07   8.38634e-04
3.02112e+02   -2.07382e-06   -1.49347e-07   7.99776e-04
3.02120e+02   -2.07383e-06   -1.42138e-07   7.57482e-04
3.02128e+02   -2.07383e-06   -1.40189e-07   7.14901e-04
3.02136e+02   -2.07384e-06   -1.27640e-07   6.70523e-04
3.02144e+02   -2.07385e-06   -1.10421e-07   6.22426e-04
3.02152e+02   -2.07386e-06   -1.42277e-07   5.74843e-04
3.02160e+02   -2.07387e-06   -1.37210e-07   5.23944e-04
3.02168e+02   -2.07387e-06   -1.26480e-07   4.73678e-04
3.02176e+02   -2.07388e-06   -1.22728e-07   4.20018e-04
3.02184e+02   -2.07388e-06   -1.43205e-07   3.67381e-04
3.02192e+02   -2.07388e-06   -1.36580e-07   3.11793e-04
3.02200e+02   -2.07388e-06   -1.43095e-07   2.57726e-04
3.02208e+02   -2.07388e-06   -1.20169e-07   2.00635e-04
3.02216e+02   -2.07388e-06   -1.33962e-07   1.45218e-04
3.02224e+02   -2.07388e-06   -1.18716e-07   8.94615e-05
3.02232e+02   -2.07388e-06   -1.55440e-07   3.13631e-05
3.02240e+02   -2.07388e-06   -1.33777e-07   -2.44758e-05
3.02248e+02   -2.07389e-06   -1.17342e-07   -8.27196e-05
3.02256e+02   -2.07389e-06   -1.29667e-07   -1.38516e-04
3.02264e+02   -2.07390e-06   -1.34489e-07   -1.96184e-04
3.02272e+02   -2.07390e-06   -1.28396e-07   -2.50915e-04
3.02280e+02   -2.07391e-06   -1.57219e-07   -3.07319e-04
3.02288e+02   -2.07391e-06   -1.32783e-07   -3.60873e-04
3.02296e+02   -2.07391e-06   -1.34536e-07   -4.15779e-04
3.02304e+02   -2.07391e-06   -1.43323e-07   -4.67321e-04
3.02312e+02   -2.07391e-06   -1.08470e-07   -5.17622e-04
3.02320e+02   -2.07390e-06   -1.25212e-07   -5.68777e-04
3.02328e+02   -2.07390e-06   -1.43613e-07   -6.16632e-04
3.02336e+02   -2.07389e-06   -1.40284e-07   -6.64888e-04
3.02344e+02   -2.07389e-06   -1.35309e-07   -7.09394e-04
3.02352e+02   -2.07388e-06   -1.47960e-07   -7.53845e-04
3.02360e+02   -2.07388e-06   -1.32907e-07   -7.94757e-04
3.02368e+02   -2.07387e-06   -1.46889e-07   -8.35466e-04
3.02376e+02   -2.07387e-06   -1.43913e-07   -8.72383e-04
3.02384e+02   -2.07387e-06   -1.36291e-07   -9.08474e-04
3.02392e+02   -2.07387e-06   -1.15600e-07   -9.40857e-04
3.02400e+02   -2.07387e-06   -1.54497e-07   -9.71050e-04
3.02408e+02   -2.07386e-06   -1.25699e-07   -1.00006e-03
3.02416e+02   -2.07385e-06   -1.12458e-07   -1.02526e-03
3.02424e+02   -2.07385e-06   -1.38660e-07   -1.04891e-03
3.02432e+02   -2.07384e-06   -1.31795e-07   -1.06895e-03
3.02440e+02   -2.07383e-06   -1.25953e-07   -1.08720e-03
3.02448e+02   -2.07383e-06   -1.24541e-07   -1.10197e-03
3.02456e+02   -2.07382e-06   -1.44713e-07   -1.11434e-03
3.02464e+02   -2.07381e-06   -1.35429e-07   -1.12363e-03
3.02472e+02   -2.07381e-06   -1.54531e-07   -1.13037e-03
3.02480e+02   -2.07381e-06   -1.51624e-07   -1.13409e-03
3.02488e+02   -2.07381e-06   -1.41557e-07   -1.13498e-03
3.02496e+02   -2.07381e-06   -1.22807e-07   -1.13290e-03
3.02504e+02   -2.07382e-06   -1.38746e-07   -1.12819e-03
3.02512e+02   -2.07383e-06   -1.21286e-07   -1.12026e-03
3.02520e+02   -2.07383e-06   -1.21489e-07   -1.10999e-03
3.02528e+02   -2.07383e-06   -1.36252e-07   -1.09620e-03
3.02536e+02   -2.07383e-06   -1.37435e-07   -1.08033e-03
3.02544e+02   -2.07384e-06   -1.28551e-07   -1.06121e-03
3.02552e+02   -2.07384e-06   -1.16701e-07   -1.04012e-03
3.02560e+02   -2.07384e-06   -1.37863e-07   -1.01543e-03
3.02568e+02   -2.07385e-06   -1.23743e-07   -9.88993e-04
3.02576e+02   -2.07385e-06   -1.46950e-07   -9.60391e-04
3.02584e+02   -2.07386e-06   -1.36775e-07   -9.28220e-04
3.02592e+02   -2.07387e-06   -1.24738e-07   -8.94934e-04
3.02600e+02   -2.07388e-06   -1.37762e-07   -8.57826e-04
3.02608e+02   -2.07389e-06   -1.48249e-07   -8.19913e-04
3.02616e+02   -2.07390e-06   -1.27886e-07   -7.78686e-04
3.02624e+02   -2.07392e-06   -1.48397e-07   -7.37173e-04
3.02632e+02   -2.07393e-06   -1.25452e-07   -6.91909e-04
3.02640e+02   -2.07394e-06   -1.14027e-07   -6.46630e-04
3.02648e+02   -2.07394e-06   -1.23435e-07   -5.97759e-04
3.02656e+02   -2.07394e-06   -1.19684e-07   -5.49617e-04
3.02664e+02   -2.07395e-06   -1.29265e-07   -5.00044e-04
3.02672e+02   -2.07395e-06   -1.51855e-07   -4.47055e-04
3.02680e+02   -2.07396e-06   -1.45871e-07   -3.94867e-04
3.02688e+02   -2.07396e-06   -1.49801e-07   -3.39623e-04
3.02696e+02   -2.07397e-06   -1.17318e-07   -2.86065e-04
3.02704e+02   -2.07397e-06   -1.42055e-07   -2.29393e-04
3.02712e+02   -2.07398e-06   -1.46059e-07   -1.74288e-04
3.02720e+02   -2.07399e-06   -1.51018e-07   -1.16241e-04
3.02728e+02   -2.07400e-06   -1.33853e-07   -6.04659e-05
3.02736e+02   -2.07400e-06   -1.02628e-07   -2.43303e-06
3.02744e+02   -2.07401e-06   -1.41207e-07   5.34375e-05
3.02752e+02   -2.07401e-06   -1.45644e-07   1.09327e-04
3.02760e+02   -2.07401e-06   -1.15157e-07   1.67359e-04
3.02768e+02   -2.07401e-06   -1.23164e-07   2.22379e-04
3.02776e+02   -2.07400e-06   -1.42098e-07   2.79044e-04
3.02784e+02   -2.07400e-06   -1.16360e-07   3.32888e-04
3.02792e+02   -2.07400e-06   -1.29501e-07   3.88284e-04
3.02800e+02   -2.07400e-06   -1.15091e-07   4.40452e-04
3.02808e+02   -2.07400e-06   -1.40014e-07   4.93430e-04
3.02816e+02   -2.07400e-06   -1.56351e-07   5.43086e-04
3.02824e+02   -2.07400e-06   -1.33570e-07   5.93523e-04
3.02832e+02   -2.07400e-06   -1.45108e-07   6.40584e-04
3.02840e+02   -2.07400e-06   -1.41186e-07   6.87830e-04
3.02848e+02   -2.07400e-06   -1.46194e-07   7.31421e-04
3.02856e+02   -2.07399e-06   -1.40130e-07   7.73265e-04
3.02864e+02   -2.07398e-06   -1.43435e-07   8.14964e-04
3.02872e+02   -2.07397e-06   -1.32526e-07   8.53035e-04
3.02880e+02   -2.07396e-06   -1.41437e-07   8.90344e-04
3.02888e+02   -2.07395e-06   -1.52654e-07   9.23882e-04
3.02896e+02   -2.07394e-06   -1.09795e-07   9.56465e-04
3.02904e+02   -2.07393e-06   -1.11457e-07   9.85480e-04
3.02912e+02   -2.07392e-06   -1.51584e-07   1.01311e-03
3.02920e+02   -2.07391e-06   -1.27138e-07   1.03706e-03
3.02928e+02   -2.07390e-06   -1.21960e-07   1.05935e-03
3.02936e+02   -2.07389e-06   -1.51340e-07   1.07812e-03
3.02944e+02   -2.07388e-06   -1.51502e-07   1.09435e-03
3.02952e+02   -2.07387e-06   -1.21173e-07   1.10833e-03
3.02960e+02   -2.07386e-06   -1.36299e-07   1.11898e-03
3.02968e+02   -2.07385e-06   -1.33516e-07   1.12720e-03
3.02976e+02   -2.07384e-06   -1.22039e-07   1.13230e-03
3.02984e+02   -2.07383e-06   -1.35252e-07   1.13469e-03
3.02992e+02   -2.07382e-06   -1.57966e-07   1.13404e-03
3.03000e+02   -2.07380e-06   -1.08611e-07   1.13059e-03
3.03008e+02   -2.07379e-06   -1.28214e-07   1.12443e-03
3.03016e+02   -2.07378e-06   -1.36309e-07   1.11511e-03
3.03024e+02   -2.07377e-06   -1.26580e-07   1.10336e-03
