# t [orb]   torque   torque_smoothing   torque_M2
0.00000e+00   -3.76930e-22   3.83106e-09   -7.45445e-18
8.32860e-03   -3.26575e-10   4.21935e-09   9.31925e-09
1.63239e-02   -2.37491e-09   1.29314e-09   7.89354e-08
2.43192e-02   -7.54892e-09   -7.42762e-09   2.58701e-07
3.23145e-02   -1.69591e-08   -1.33299e-08   5.55743e-07
4.03098e-02   -3.14126e-08   -2.19909e-08   1.00149e-06
4.83051e-02   -5.14280e-08   -3.49587e-08   1.63046e-06
5.63004e-02   -7.72621e-08   -5.02792e-08   2.48346e-06
6.42957e-02   -1.08943e-07   -6.58948e-08   3.60875e-06
7.22910e-02   -1.46314e-07   -8.17113e-08   5.06356e-06
8.02863e-02   -1.89069e-07   -1.06441e-07   6.92118e-06
8.82816e-02   -2.36792e-07   -1.17218e-07   9.26929e-06
9.62769e-02   -2.88991e-07   -1.45233e-07   1.22082e-05
1.04272e-01   -3.45124e-07   -1.49959e-07   1.58452e-05
1.12267e-01   -4.04626e-07   -1.75530e-07   2.04133e-05
1.20263e-01   -4.66935e-07   -1.67277e-07   2.60332e-05
1.28258e-01   -5.31499e-07   -1.93453e-07   3.28036e-05
1.36253e-01   -5.97796e-07   -2.08336e-07   4.08461e-05
1.44249e-01   -6.65333e-07   -2.23369e-07   5.02993e-05
1.52244e-01   -7.33661e-07   -2.30449e-07   6.13047e-05
1.60239e-01   -8.02374e-07   -2.43410e-07   7.40061e-05
1.68235e-01   -8.71115e-07   -2.48133e-07   8.85468e-05
1.76230e-01   -9.39563e-07   -2.53991e-07   1.05062e-04
1.84225e-01   -1.00745e-06   -2.44845e-07   1.23674e-04
1.92220e-01   -1.07453e-06   -2.09001e-07   1.44478e-04
2.00216e-01   -1.14061e-06   -2.48373e-07   1.67555e-04
2.08211e-01   -1.20553e-06   -2.28203e-07   1.92949e-04
2.16206e-01   -1.26915e-06   -2.69210e-07   2.20668e-04
2.24202e-01   -1.33136e-06   -2.13169e-07   2.50656e-04
2.32197e-01   -1.39208e-06   -2.40227e-07   2.82833e-04
2.40192e-01   -1.45123e-06   -2.19338e-07   3.17063e-04
2.48188e-01   -1.50877e-06   -2.45006e-07   3.53130e-04
2.56183e-01   -1.56467e-06   -2.25047e-07   3.90697e-04
2.64178e-01   -1.61889e-06   -2.42841e-07   4.29319e-04
2.72174e-01   -1.67143e-06   -2.33280e-07   4.68499e-04
2.80169e-01   -1.72229e-06   -2.13969e-07   5.07676e-04
2.88164e-01   -1.77147e-06   -2.33746e-07   5.46242e-04
2.96159e-01   -1.81897e-06   -2.10667e-07   5.83533e-04
3.04155e-01   -1.86482e-06   -2.33912e-07   6.18830e-04
3.12150e-01   -1.90901e-06   -1.99832e-07   6.51546e-04
3.20145e-01   -1.95158e-06   -2.36578e-07   6.81193e-04
3.28140e-01   -1.99255e-06   -2.05029e-07   7.07269e-04
3.36134e-01   -2.03192e-06   -2.20179e-07   7.29172e-04
3.44126e-01   -2.06971e-06   -2.25426e-07   7.46316e-04
3.52116e-01   -2.10594e-06   -1.92259e-07   7.58167e-04
3.60105e-01   -2.14065e-06   -1.92847e-07   7.64183e-04
3.68091e-01   -2.17385e-06   -2.05047e-07   7.63830e-04
3.76076e-01   -2.20554e-06   -1.99351e-07   7.56593e-04
3.84059e-01   -2.23576e-06   -1.98771e-07   7.41995e-04
3.92039e-01   -2.26453e-06   -2.09056e-07   7.19605e-04
4.00018e-01   -2.29186e-06   -1.68197e-07   6.89044e-04
4.08327e-01   -2.31882e-06   -1.62943e-07   6.48206e-04
4.16301e-01   -2.34326e-06   -2.22279e-07   6.00035e-04
4.24273e-01   -2.36632e-06   -2.23760e-07   5.42973e-04
4.32243e-01   -2.38802e-06   -1.94061e-07   4.76968e-04
4.40210e-01   -2.40835e-06   -1.80915e-07   4.02065e-04
4.48174e-01   -2.42736e-06   -1.79235e-07   3.18443e-04
4.56137e-01   -2.44504e-06   -1.60851e-07   2.26415e-04
4.64096e-01   -2.46142e-06   -1.82096e-07   1.26420e-04
4.72053e-01   -2.47651e-06   -1.78047e-07   1.90129e-05
4.80007e-01   -2.49033e-06   -1.84776e-07   -9.51233e-05
4.88289e-01   -2.50340e-06   -1.81355e-07   -2.20267e-04
4.96238e-01   -2.51468e-06   -1.90495e-07   -3.45405e-04
5.04183e-01   -2.52476e-06   -1.73945e-07   -4.74364e-04
5.12125e-01   -2.53364e-06   -1.55684e-07   -6.06001e-04
5.20063e-01   -2.54135e-06   -1.82670e-07   -7.39080e-04
5.28329e-01   -2.54816e-06   -1.88680e-07   -8.77828e-04
5.36261e-01   -2.55355e-06   -1.82393e-07   -1.00975e-03
5.44189e-01   -2.55784e-06   -1.57091e-07   -1.13905e-03
5.52114e-01   -2.56105e-06   -1.54662e-07   -1.26435e-03
5.60035e-01   -2.56321e-06   -1.61823e-07   -1.38420e-03
5.68282e-01   -2.56437e-06   -1.56007e-07   -1.50191e-03
5.76195e-01   -2.56448e-06   -1.73741e-07   -1.60684e-03
5.84104e-01   -2.56361e-06   -1.33104e-07   -1.70286e-03
5.92009e-01   -2.56181e-06   -1.81790e-07   -1.78910e-03
6.00239e-01   -2.55896e-06   -1.51585e-07   -1.86775e-03
6.08136e-01   -2.55534e-06   -1.78233e-07   -1.93199e-03
6.16029e-01   -2.55086e-06   -1.42807e-07   -1.98489e-03
6.24245e-01   -2.54534e-06   -1.55833e-07   -2.02783e-03
6.32129e-01   -2.53924e-06   -1.65278e-07   -2.05747e-03
6.40009e-01   -2.53238e-06   -1.73712e-07   -2.07597e-03
6.48212e-01   -2.52449e-06   -1.40383e-07   -2.08389e-03
6.56083e-01   -2.51621e-06   -1.41225e-07   -2.08121e-03
6.64277e-01   -2.50691e-06   -1.68146e-07   -2.06848e-03
6.72139e-01   -2.49736e-06   -1.49501e-07   -2.04753e-03
6.80324e-01   -2.48679e-06   -1.22997e-07   -2.01752e-03
6.88178e-01   -2.47610e-06   -1.35825e-07   -1.98180e-03
6.96028e-01   -2.46490e-06   -1.59448e-07   -1.94026e-03
7.04201e-01   -2.45273e-06   -1.59394e-07   -1.89174e-03
7.12043e-01   -2.44060e-06   -1.59003e-07   -1.84089e-03
7.20209e-01   -2.42754e-06   -1.47255e-07   -1.78416e-03
7.28044e-01   -2.41462e-06   -1.49646e-07   -1.72684e-03
7.36202e-01   -2.40083e-06   -1.38521e-07   -1.66488e-03
7.44031e-01   -2.38727e-06   -1.31720e-07   -1.60384e-03
7.52182e-01   -2.37289e-06   -1.26759e-07   -1.53918e-03
7.60005e-01   -2.35885e-06   -1.15673e-07   -1.47649e-03
7.68151e-01   -2.34403e-06   -1.41466e-07   -1.41102e-03
7.76294e-01   -2.32904e-06   -1.31613e-07   -1.34565e-03
7.84110e-01   -2.31453e-06   -1.12064e-07   -1.28338e-03
7.92248e-01   -2.29933e-06   -1.39245e-07   -1.21922e-03
8.00060e-01   -2.28467e-06   -1.32018e-07   -1.15827e-03
8.08195e-01   -2.26937e-06   -1.49245e-07   -1.09546e-03
8.16002e-01   -2.25469e-06   -1.55050e-07   -1.03571e-03
8.24134e-01   -2.23944e-06   -1.47838e-07   -9.73835e-04
8.32264e-01   -2.22425e-06   -1.61153e-07   -9.12031e-04
8.40068e-01   -2.20977e-06   -1.29906e-07   -8.52641e-04
8.48196e-01   -2.19481e-06   -1.34472e-07   -7.90456e-04
8.56323e-01   -2.18002e-06   -1.59100e-07   -7.27736e-04
8.64124e-01   -2.16600e-06   -1.20355e-07   -6.66837e-04
8.72250e-01   -2.15162e-06   -1.30480e-07   -6.02482e-04
8.80050e-01   -2.13805e-06   -1.44564e-07   -5.39808e-04
8.88175e-01   -2.12419e-06   -1.24495e-07   -4.73555e-04
8.96299e-01   -2.11063e-06   -1.36264e-07   -4.06230e-04
9.04098e-01   -2.09792e-06   -1.62055e-07   -3.40634e-04
9.12223e-01   -2.08503e-06   -1.55470e-07   -2.71303e-04
9.20022e-01   -2.07301e-06   -1.25106e-07   -2.04064e-04
9.28146e-01   -2.06087e-06   -1.58817e-07   -1.33507e-04
9.36271e-01   -2.04913e-06   -1.49687e-07   -6.25120e-05
9.44071e-01   -2.03827e-06   -1.28922e-07   5.82875e-06
9.52196e-01   -2.02739e-06   -1.52332e-07   7.69641e-05
9.60322e-01   -2.01697e-06   -1.38779e-07   1.47682e-04
9.68123e-01   -2.00739e-06   -1.12553e-07   2.14863e-04
9.76250e-01   -1.99789e-06   -1.44841e-07   2.83880e-04
9.84053e-01   -1.98922e-06   -1.53462e-07   3.48951e-04
9.92182e-01   -1.98069e-06   -1.26887e-07   4.15125e-04
1.00031e+00   -1.97265e-06   -1.21900e-07   4.79229e-04
1.00812e+00   -1.96542e-06   -1.37471e-07   5.38675e-04
1.01625e+00   -1.95841e-06   -1.20940e-07   5.98113e-04
1.02405e+00   -1.95217e-06   -1.24581e-07   6.52520e-04
1.03219e+00   -1.94619e-06   -1.33810e-07   7.06071e-04
1.04032e+00   -1.94075e-06   -1.51499e-07   7.56162e-04
1.04813e+00   -1.93605e-06   -1.39490e-07   8.00845e-04
1.05627e+00   -1.93168e-06   -1.24976e-07   8.43602e-04
1.06408e+00   -1.92801e-06   -1.20814e-07   8.80799e-04
1.07222e+00   -1.92472e-06   -1.31960e-07   9.15298e-04
1.08004e+00   -1.92208e-06   -1.44252e-07   9.44193e-04
1.08818e+00   -1.91988e-06   -1.48465e-07   9.69778e-04
1.09632e+00   -1.91823e-06   -1.10185e-07   9.90622e-04
1.10414e+00   -1.91716e-06   -1.18084e-07   1.00609e-03
1.11229e+00   -1.91658e-06   -1.44080e-07   1.01732e-03
1.12011e+00   -1.91654e-06   -1.35100e-07   1.02333e-03
1.12826e+00   -1.91702e-06   -1.14972e-07   1.02463e-03
1.13609e+00   -1.91799e-06   -1.36492e-07   1.02118e-03
1.14424e+00   -1.91952e-06   -1.22872e-07   1.01271e-03
1.15207e+00   -1.92148e-06   -1.36400e-07   9.99806e-04
1.16023e+00   -1.92401e-06   -1.37822e-07   9.81507e-04
1.16806e+00   -1.92692e-06   -1.28435e-07   9.59425e-04
1.17622e+00   -1.93043e-06   -1.37403e-07   9.31860e-04
1.18405e+00   -1.93426e-06   -1.32566e-07   9.01146e-04
1.19222e+00   -1.93869e-06   -1.58384e-07   8.64809e-04
1.20005e+00   -1.94337e-06   -1.34550e-07   8.25965e-04
1.20822e+00   -1.94867e-06   -1.39759e-07   7.81616e-04
1.21606e+00   -1.95416e-06   -1.35482e-07   7.35512e-04
1.22423e+00   -1.96027e-06   -1.56726e-07   6.84052e-04
1.23208e+00   -1.96651e-06   -1.06328e-07   6.31588e-04
1.24025e+00   -1.97335e-06   -1.31068e-07   5.73976e-04
1.24810e+00   -1.98026e-06   -1.31876e-07   5.16153e-04
1.25627e+00   -1.98777e-06   -1.33374e-07   4.53600e-04
1.26412e+00   -1.99528e-06   -1.27930e-07   3.91590e-04
1.27230e+00   -2.00337e-06   -1.40457e-07   3.25285e-04
1.28016e+00   -2.01139e-06   -1.30648e-07   2.60235e-04
1.28801e+00   -2.01964e-06   -1.37349e-07   1.94194e-04
1.29619e+00   -2.02845e-06   -1.42452e-07   1.24680e-04
1.30405e+00   -2.03710e-06   -1.34871e-07   5.75134e-05
1.31224e+00   -2.04629e-06   -1.35439e-07   -1.25388e-05
1.32010e+00   -2.05527e-06   -1.36710e-07   -7.96142e-05
1.32828e+00   -2.06477e-06   -1.57951e-07   -1.48898e-04
1.33614e+00   -2.07400e-06   -1.14228e-07   -2.14520e-04
1.34401e+00   -2.08332e-06   -1.38157e-07   -2.79097e-04
1.35220e+00   -2.09311e-06   -1.45124e-07   -3.44898e-04
1.36006e+00   -2.10256e-06   -1.27760e-07   -4.06392e-04
1.36825e+00   -2.11244e-06   -1.34644e-07   -4.68375e-04
1.37612e+00   -2.12194e-06   -1.06005e-07   -5.25674e-04
1.38431e+00   -2.13182e-06   -1.43330e-07   -5.82803e-04
1.39218e+00   -2.14127e-06   -1.18813e-07   -6.34992e-04
1.40004e+00   -2.15068e-06   -1.36437e-07   -6.84392e-04
1.40824e+00   -2.16040e-06   -1.43914e-07   -7.32651e-04
1.41610e+00   -2.16964e-06   -1.48732e-07   -7.75729e-04
1.42430e+00   -2.17915e-06   -1.41087e-07   -8.17141e-04
1.43217e+00   -2.18815e-06   -1.40099e-07   -8.53473e-04
1.44003e+00   -2.19701e-06   -1.26160e-07   -8.86278e-04
1.44823e+00   -2.20606e-06   -1.41667e-07   -9.16616e-04
1.45610e+00   -2.21456e-06   -1.43199e-07   -9.41950e-04
1.46429e+00   -2.22320e-06   -1.45788e-07   -9.64373e-04
1.47216e+00   -2.23127e-06   -1.63226e-07   -9.82098e-04
1.48003e+00   -2.23910e-06   -1.15861e-07   -9.96013e-04
1.48822e+00   -2.24698e-06   -1.34019e-07   -1.00647e-03
1.49609e+00   -2.25427e-06   -1.23696e-07   -1.01264e-03
1.50428e+00   -2.26156e-06   -1.40280e-07   -1.01511e-03
1.51215e+00   -2.26824e-06   -1.60122e-07   -1.01375e-03
1.52001e+00   -2.27461e-06   -1.32486e-07   -1.00874e-03
1.52821e+00   -2.28089e-06   -1.25180e-07   -9.99693e-04
1.53607e+00   -2.28657e-06   -1.27468e-07   -9.87478e-04
1.54426e+00   -2.29211e-06   -1.50457e-07   -9.71215e-04
1.55212e+00   -2.29706e-06   -1.27427e-07   -9.52283e-04
1.56031e+00   -2.30181e-06   -1.36000e-07   -9.29190e-04
1.56818e+00   -2.30599e-06   -1.53284e-07   -9.03899e-04
1.57604e+00   -2.30978e-06   -1.32649e-07   -8.75804e-04
1.58422e+00   -2.31330e-06   -1.23262e-07   -8.43733e-04
1.59208e+00   -2.31627e-06   -1.41751e-07   -8.10404e-04
1.60027e+00   -2.31892e-06   -1.36094e-07   -7.73146e-04
1.60813e+00   -2.32105e-06   -1.36793e-07   -7.35169e-04
1.61631e+00   -2.32283e-06   -1.27530e-07   -6.93558e-04
1.62417e+00   -2.32410e-06   -1.25997e-07   -6.51749e-04
1.63203e+00   -2.32496e-06   -1.56569e-07   -6.08278e-04
1.64021e+00   -2.32542e-06   -1.38105e-07   -5.61352e-04
1.64806e+00   -2.32543e-06   -1.50264e-07   -5.14949e-04
1.65625e+00   -2.32501e-06   -1.27500e-07   -4.65388e-04
1.66410e+00   -2.32419e-06   -1.39927e-07   -4.16741e-04
1.67228e+00   -2.32292e-06   -1.52264e-07   -3.65149e-04
1.68013e+00   -2.32129e-06   -1.33030e-07   -3.14764e-04
1.68831e+00   -2.31917e-06   -1.28077e-07   -2.61729e-04
1.69616e+00   -2.31675e-06   -1.33916e-07   -2.10315e-04
1.70401e+00   -2.31396e-06   -1.41424e-07   -1.58585e-04
1.71219e+00   -2.31066e-06   -1.25709e-07   -1.04491e-04
1.72004e+00   -2.30714e-06   -1.26261e-07   -5.24300e-05
1.72821e+00   -2.30310e-06   -1.43988e-07   1.67345e-06
1.73606e+00   -2.29890e-06   -1.45649e-07   5.35301e-05
1.74424e+00   -2.29418e-06   -1.29375e-07   1.07213e-04
1.75208e+00   -2.28934e-06   -1.59247e-07   1.58483e-04
1.76026e+00   -2.28400e-06   -1.36043e-07   2.11404e-04
1.76810e+00   -2.27860e-06   -1.37809e-07   2.61601e-04
1.77628e+00   -2.27271e-06   -1.49713e-07   3.13138e-04
1.78413e+00   -2.26680e-06   -1.30114e-07   3.61675e-04
1.79230e+00   -2.26042e-06   -1.31965e-07   4.11190e-04
1.80014e+00   -2.25408e-06   -1.37501e-07   4.57584e-04
1.80832e+00   -2.24728e-06   -1.33740e-07   5.04703e-04
1.81616e+00   -2.24058e-06   -1.28286e-07   5.48805e-04
1.82401e+00   -2.23374e-06   -1.39083e-07   5.91586e-04
1.83218e+00   -2.22647e-06   -1.47075e-07   6.34926e-04
1.84003e+00   -2.21938e-06   -1.44729e-07   6.75014e-04
1.84820e+00   -2.21190e-06   -1.61449e-07   7.15317e-04
1.85604e+00   -2.20465e-06   -1.39040e-07   7.52526e-04
1.86422e+00   -2.19705e-06   -1.21426e-07   7.89647e-04
1.87206e+00   -2.18972e-06   -1.32276e-07   8.23680e-04
1.88024e+00   -2.18208e-06   -1.16962e-07   8.57304e-04
1.88808e+00   -2.17475e-06   -1.35916e-07   8.87979e-04
1.89626e+00   -2.16715e-06   -1.23924e-07   9.18132e-04
1.90410e+00   -2.15990e-06   -1.39282e-07   9.45314e-04
1.91228e+00   -2.15242e-06   -1.27683e-07   9.71753e-04
1.92012e+00   -2.14532e-06   -1.34664e-07   9.95226e-04
1.92830e+00   -2.13804e-06   -1.17001e-07   1.01775e-03
1.93615e+00   -2.13117e-06   -1.15888e-07   1.03739e-03
1.94432e+00   -2.12415e-06   -1.36955e-07   1.05588e-03
1.95217e+00   -2.11757e-06   -1.41486e-07   1.07153e-03
1.96002e+00   -2.11116e-06   -1.46028e-07   1.08511e-03
1.96820e+00   -2.10468e-06   -1.33576e-07   1.09697e-03
1.97605e+00   -2.09866e-06   -1.44585e-07   1.10613e-03
1.98423e+00   -2.09261e-06   -1.35483e-07   1.11337e-03
1.99208e+00   -2.08703e-06   -1.34050e-07   1.11797e-03
2.00026e+00   -2.08146e-06   -1.34514e-07   1.12023e-03
2.00811e+00   -2.07636e-06   -1.39707e-07   1.11999e-03
2.01629e+00   -2.07132e-06   -1.34900e-07   1.11714e-03
2.02414e+00   -2.06674e-06   -1.49217e-07   1.11200e-03
2.03232e+00   -2.06225e-06   -1.55870e-07   1.10389e-03
2.04018e+00   -2.05823e-06   -1.37180e-07   1.09345e-03
2.04803e+00   -2.05448e-06   -1.08994e-07   1.08048e-03
2.05621e+00   -2.05087e-06   -1.27515e-07   1.06425e-03
2.06407e+00   -2.04770e-06   -1.56465e-07   1.04609e-03
2.07225e+00   -2.04470e-06   -1.27365e-07   1.02439e-03
2.08011e+00   -2.04211e-06   -1.63059e-07   1.00086e-03
2.08829e+00   -2.03971e-06   -1.18055e-07   9.73681e-04
2.09615e+00   -2.03770e-06   -1.32902e-07   9.45048e-04
2.10401e+00   -2.03597e-06   -1.49160e-07   9.13982e-04
2.11219e+00   -2.03446e-06   -1.39343e-07   8.79009e-04
2.12005e+00   -2.03328e-06   -1.39005e-07   8.42947e-04
2.12824e+00   -2.03233e-06   -1.53096e-07   8.03011e-04
2.13610e+00   -2.03168e-06   -1.19215e-07   7.62410e-04
2.14428e+00   -2.03127e-06   -1.35069e-07   7.17875e-04
2.15215e+00   -2.03111e-06   -1.17110e-07   6.73033e-04
2.16001e+00   -2.03118e-06   -1.40500e-07   6.26257e-04
2.16819e+00   -2.03149e-06   -1.26995e-07   5.75734e-04
2.17606e+00   -2.03200e-06   -1.33887e-07   5.25459e-04
2.18424e+00   -2.03273e-06   -1.41369e-07   4.71496e-04
2.19210e+00   -2.03361e-06   -1.25200e-07   4.18348e-04
2.20029e+00   -2.03472e-06   -1.39874e-07   3.61659e-04
2.20816e+00   -2.03594e-06   -1.39715e-07   3.06210e-04
2.21602e+00   -2.03730e-06   -1.42274e-07   2.49827e-04
2.22421e+00   -2.03885e-06   -1.48299e-07   1.90477e-04
2.23207e+00   -2.04046e-06   -1.41006e-07   1.32952e-04
2.24026e+00   -2.04225e-06   -1.44586e-07   7.26006e-05
2.24812e+00   -2.04406e-06   -1.42170e-07   1.44652e-05
2.25631e+00   -2.04603e-06   -1.17097e-07   -4.61473e-05
2.26417e+00   -2.04799e-06   -1.44184e-07   -1.03928e-04
2.27203e+00   -2.05000e-06   -1.20548e-07   -1.61386e-04
2.28022e+00   -2.05214e-06   -1.47343e-07   -2.20734e-04
2.28808e+00   -2.05422e-06   -1.45809e-07   -2.77038e-04
2.29627e+00   -2.05642e-06   -1.42843e-07   -3.34797e-04
2.30414e+00   -2.05854e-06   -1.37305e-07   -3.88879e-04
2.31233e+00   -2.06074e-06   -1.43517e-07   -4.44088e-04
2.32019e+00   -2.06285e-06   -1.50487e-07   -4.95682e-04
2.32805e+00   -2.06494e-06   -1.61281e-07   -5.45800e-04
2.33624e+00   -2.06710e-06   -1.48180e-07   -5.96158e-04
2.34410e+00   -2.06914e-06   -1.44386e-07   -6.42465e-04
2.35228e+00   -2.07122e-06   -1.46008e-07   -6.88772e-04
2.36014e+00   -2.07317e-06   -1.46044e-07   -7.31080e-04
2.36800e+00   -2.07508e-06   -1.40695e-07   -7.71217e-04
2.37619e+00   -2.07702e-06   -1.31320e-07   -8.10445e-04
2.38405e+00   -2.07881e-06   -1.21226e-07   -8.45568e-04
2.39224e+00   -2.08061e-06   -1.33732e-07   -8.79569e-04
2.40009e+00   -2.08228e-06   -1.48936e-07   -9.09526e-04
2.40828e+00   -2.08394e-06   -1.72835e-07   -9.37878e-04
2.41614e+00   -2.08547e-06   -1.50863e-07   -9.62168e-04
2.42432e+00   -2.08698e-06   -1.44335e-07   -9.84545e-04
2.43218e+00   -2.08836e-06   -1.48114e-07   -1.00316e-03
2.44003e+00   -2.08967e-06   -1.40265e-07   -1.01888e-03
2.44822e+00   -2.09096e-06   -1.37866e-07   -1.03205e-03
2.45607e+00   -2.09212e-06   -1.34537e-07   -1.04168e-03
2.46426e+00   -2.09324e-06   -1.20373e-07   -1.04867e-03
2.47211e+00   -2.09425e-06   -1.31821e-07   -1.05235e-03
2.48029e+00   -2.09521e-06   -1.33832e-07   -1.05303e-03
2.48815e+00   -2.09606e-06   -1.33626e-07   -1.05067e-03
2.49600e+00   -2.09684e-06   -1.23238e-07   -1.04541e-03
2.50418e+00   -2.09756e-06   -1.62934e-07   -1.03692e-03
2.51203e+00   -2.09817e-06   -1.48366e-07   -1.02588e-03
2.52021e+00   -2.09872e-06   -1.43095e-07   -1.01143e-03
2.52806e+00   -2.09917e-06   -1.39095e-07   -9.94700e-04
2.53624e+00   -2.09956e-06   -1.47708e-07   -9.74502e-04
2.54409e+00   -2.09985e-06   -1.35905e-07   -9.52420e-04
2.55227e+00   -2.10007e-06   -1.25576e-07   -9.26716e-04
2.56012e+00   -2.10019e-06   -1.28854e-07   -8.99519e-04
2.56830e+00   -2.10024e-06   -1.25101e-07   -8.68667e-04
2.57615e+00   -2.10018e-06   -1.41454e-07   -8.36842e-04
2.58432e+00   -2.10003e-06   -1.40502e-07   -8.01289e-04
2.59217e+00   -2.09979e-06   -1.58982e-07   -7.65013e-04
2.60002e+00   -2.09945e-06   -1.38206e-07   -7.26732e-04
2.60820e+00   -2.09898e-06   -1.47364e-07   -6.84970e-04
2.61604e+00   -2.09843e-06   -1.33331e-07   -6.43145e-04
2.62422e+00   -2.09774e-06   -1.44888e-07   -5.97740e-04
2.63206e+00   -2.09697e-06   -1.19668e-07   -5.52581e-04
2.64024e+00   -2.09605e-06   -1.33196e-07   -5.04016e-04
2.64809e+00   -2.09505e-06   -1.36449e-07   -4.56275e-04
2.65626e+00   -2.09390e-06   -1.35890e-07   -4.05326e-04
2.66410e+00   -2.09267e-06   -1.32450e-07   -3.55311e-04
2.67228e+00   -2.09128e-06   -1.37327e-07   -3.02154e-04
2.68012e+00   -2.08983e-06   -1.09888e-07   -2.50311e-04
2.68829e+00   -2.08820e-06   -1.39051e-07   -1.95901e-04
2.69614e+00   -2.08653e-06   -1.33349e-07   -1.43083e-04
2.70431e+00   -2.08468e-06   -1.03358e-07   -8.75753e-05
2.71216e+00   -2.08280e-06   -1.24859e-07   -3.39134e-05
2.72000e+00   -2.08083e-06   -1.79293e-07   1.99305e-05
2.72817e+00   -2.07868e-06   -1.35947e-07   7.57312e-05
2.73602e+00   -2.07654e-06   -1.14304e-07   1.29324e-04
2.74419e+00   -2.07424e-06   -1.26183e-07   1.85003e-04
2.75203e+00   -2.07197e-06   -1.58428e-07   2.38299e-04
2.76020e+00   -2.06956e-06   -1.24821e-07   2.93180e-04
2.76805e+00   -2.06722e-06   -1.45349e-07   3.44851e-04
2.77622e+00   -2.06476e-06   -1.42849e-07   3.98039e-04
2.78406e+00   -2.06239e-06   -1.25332e-07   4.48356e-04
2.79223e+00   -2.05993e-06   -1.50917e-07   4.99980e-04
2.80008e+00   -2.05759e-06   -1.49920e-07   5.48264e-04
2.80825e+00   -2.05518e-06   -1.26016e-07   5.97038e-04
2.81609e+00   -2.05292e-06   -1.21425e-07   6.42746e-04
2.82426e+00   -2.05061e-06   -1.49269e-07   6.89023e-04
2.83211e+00   -2.04847e-06   -1.12498e-07   7.32239e-04
2.84028e+00   -2.04633e-06   -1.40044e-07   7.75280e-04
2.84812e+00   -2.04437e-06   -1.26081e-07   8.14763e-04
2.85629e+00   -2.04244e-06   -1.32452e-07   8.54187e-04
2.86414e+00   -2.04071e-06   -1.14430e-07   8.90267e-04
2.87231e+00   -2.03905e-06   -1.16890e-07   9.26081e-04
2.88016e+00   -2.03759e-06   -1.47263e-07   9.58043e-04
2.88800e+00   -2.03628e-06   -1.30115e-07   9.87893e-04
2.89617e+00   -2.03507e-06   -1.56883e-07   1.01681e-03
2.90402e+00   -2.03408e-06   -1.47861e-07   1.04253e-03
2.91219e+00   -2.03321e-06   -1.29021e-07   1.06704e-03
2.92003e+00   -2.03254e-06   -1.37346e-07   1.08767e-03
2.92821e+00   -2.03202e-06   -1.57543e-07   1.10673e-03
2.93605e+00   -2.03170e-06   -1.25650e-07   1.12265e-03
2.94423e+00   -2.03153e-06   -1.30708e-07   1.13678e-03
2.95207e+00   -2.03154e-06   -1.15206e-07   1.14778e-03
2.96025e+00   -2.03172e-06   -1.31172e-07   1.15624e-03
2.96809e+00   -2.03205e-06   -1.42008e-07   1.16187e-03
2.97627e+00   -2.03256e-06   -1.27384e-07   1.16505e-03
2.98411e+00   -2.03319e-06   -1.56793e-07   1.16566e-03
2.99229e+00   -2.03400e-06   -1.30199e-07   1.16337e-03
3.00013e+00   -2.03491e-06   -1.47433e-07   1.15838e-03
3.00831e+00   -2.03599e-06   -1.26767e-07   1.15054e-03
3.01616e+00   -2.03714e-06   -1.41736e-07   1.14041e-03
3.02400e+00   -2.03839e-06   -1.33323e-07   1.12787e-03
3.03218e+00   -2.03979e-06   -1.21833e-07   1.11195e-03
3.04003e+00   -2.04121e-06   -1.20565e-07   1.09404e-03
3.04820e+00   -2.04277e-06   -1.15359e-07   1.07285e-03
3.05605e+00   -2.04432e-06   -1.42875e-07   1.05003e-03
3.06423e+00   -2.04600e-06   -1.45517e-07   1.02381e-03
3.07208e+00   -2.04764e-06   -1.21792e-07   9.96073e-04
3.08025e+00   -2.04938e-06   -1.19802e-07   9.64730e-04
3.08810e+00   -2.05106e-06   -1.38289e-07   9.32396e-04
3.09628e+00   -2.05282e-06   -1.57464e-07   8.96427e-04
3.10413e+00   -2.05450e-06   -1.43904e-07   8.59642e-04
3.11231e+00   -2.05624e-06   -1.21071e-07   8.19131e-04
3.12015e+00   -2.05788e-06   -1.41663e-07   7.78242e-04
3.12800e+00   -2.05948e-06   -1.31438e-07   7.35435e-04
3.13618e+00   -2.06111e-06   -1.35195e-07   6.88860e-04
3.14403e+00   -2.06261e-06   -1.64338e-07   6.42234e-04
3.15221e+00   -2.06412e-06   -1.29192e-07   5.92033e-04
3.16006e+00   -2.06551e-06   -1.55995e-07   5.42263e-04
3.16824e+00   -2.06687e-06   -1.30047e-07   4.88872e-04
3.17609e+00   -2.06811e-06   -1.30672e-07   4.36131e-04
3.18427e+00   -2.06931e-06   -1.40914e-07   3.79880e-04
3.19212e+00   -2.07037e-06   -1.09461e-07   3.24979e-04
3.20030e+00   -2.07139e-06   -1.27679e-07   2.66703e-04
3.20815e+00   -2.07227e-06   -1.34107e-07   2.09809e-04
3.21600e+00   -2.07307e-06   -1.37153e-07   1.52026e-04
3.22418e+00   -2.07379e-06   -1.44397e-07   9.14264e-05
3.23203e+00   -2.07440e-06   -1.44486e-07   3.29729e-05
3.24021e+00   -2.07492e-06   -1.36104e-07   -2.82933e-05
