1.005636937045282196e-02 9.870786541163814630e-08 4.584803891197557233e-09 1.823120235720947105e-07
2.000575608781853670e-02 2.864013188688492737e-07 -9.714648046656295202e-09 2.775608415900919467e-07
3.006212545795304905e-02 4.471305759677193950e-07 -8.631165355336529512e-09 -5.243099033728898769e-08
4.001151217563707341e-02 5.649031290581833326e-07 -1.415975198803511642e-08 2.820538977112313999e-08
5.006788154577158922e-02 6.252509009615011380e-07 -2.149259416538451197e-08 1.950019627336222857e-07
6.001726826345561011e-02 6.249040632769037116e-07 -3.804736265695983195e-08 -2.099203351871371205e-07
7.007363763359013287e-02 5.636581528463804401e-07 -3.838717745142567826e-08 -4.955438878675454852e-08
8.002302435127414681e-02 4.354784958081198558e-07 -5.407715274899213666e-08 -7.364457540596433022e-09
9.007939372140867651e-02 2.464212699646377047e-07 -5.027796476640510894e-08 1.371232115632252682e-07
1.000287804390926905e-01 1.113525989557649972e-08 -4.989987042459810995e-08 7.439567813728774780e-07
1.100851498092272063e-01 -2.605705520113362660e-07 -6.898121892311695127e-08 1.938890782008586317e-07
1.200345365269112202e-01 -5.567943451243837544e-07 -7.972982709938915960e-08 -7.877725472372213646e-07
1.300909058986373101e-01 -8.679591027961903996e-07 -7.667307379946778681e-08 2.808508068897529438e-08
1.400402926147297777e-01 -1.181415917595066969e-06 -6.619719948151012061e-08 -1.058896571521994233e-07
1.500966619864558260e-01 -1.478799255267940534e-06 -6.551002997398528746e-08 -5.058478626631058507e-07
1.600460487057313863e-01 -1.744084997900653791e-06 -6.601530911224000010e-08 1.498055414463023092e-06
1.701024180806405550e-01 -1.958358030972615080e-06 -6.373493171844565222e-08 2.732461797731839012e-07
1.800518047919583975e-01 -2.119698726108016228e-06 -7.182562661755771004e-08 -1.335603987929045780e-06
1.900011915032762400e-01 -2.228176245591845447e-06 -5.134788124615034475e-08 8.283308988964296140e-07
2.000575608781853809e-01 -2.277217156900039381e-06 -6.719801162764261681e-08 -2.692946107647909633e-07
2.100069475895031956e-01 -2.270099877594471396e-06 -3.664359493741813573e-08 -1.138941961994710044e-06
2.200633169644123921e-01 -2.213227791326273657e-06 -4.876586719625359849e-08 1.813244002662272630e-06
2.300127036916456980e-01 -2.107802139751760579e-06 -4.100108786149533564e-08 1.250714585804405395e-07
2.400690730506393478e-01 -1.966861333635063789e-06 -4.285322166977279499e-08 -1.255345540228431123e-06
2.500184597778726814e-01 -1.802156958985744137e-06 -2.157758214039014787e-08 1.564433336646464034e-06
2.600748291368663589e-01 -1.617100239441843793e-06 -2.891511217885906403e-08 5.230063153894321948e-08
2.700242158640996926e-01 -1.431143748799113997e-06 -4.755624535817786200e-08 -1.138565487221984093e-06
2.800805852230933146e-01 -1.264648649690018775e-06 -3.551907984340882811e-08 1.217808914594261324e-06
2.900299719503267037e-01 -1.124126706133178842e-06 -1.225815244641703022e-08 -3.010994738037247453e-07
3.000863413252358169e-01 -1.018377465520968203e-06 -1.440779454085140284e-08 -9.891528734903651931e-07
3.100357280365536594e-01 -9.509419590545607038e-07 -2.310449885590460777e-08 1.315252478505546867e-06
3.200920974114627726e-01 -9.243709150890936207e-07 -3.736177197503824255e-09 -1.878807277633098837e-07
3.300414841227806706e-01 -9.466429148704118979e-07 -8.019821273370330648e-09 -6.731539160726365495e-07
3.400978534976898393e-01 -1.014206175816487055e-06 -3.506373902670259954e-09 1.662675920228655571e-06
3.500472402090076263e-01 -1.117890574660649942e-06 -7.957869784304615850e-09 -2.397354456246145843e-07
3.601036095839167950e-01 -1.256685873184666388e-06 -1.367459964375703362e-08 -9.578465390839239278e-07
3.700529962952345819e-01 -1.423037294346104591e-06 -1.463837428535269011e-10 1.053136067737092087e-06
3.800023830224679711e-01 -1.597380654704769175e-06 -1.042520289886840124e-08 -4.720379420138146138e-07
3.900587523814616486e-01 -1.772061976697439592e-06 1.084767993502843158e-08 -6.483817301001537203e-07
4.000081391086949267e-01 -1.936539450011878120e-06 -6.720244190564502998e-09 1.531477492284291952e-06
4.100645084836040954e-01 -2.073795763878024967e-06 9.196828404432039802e-09 -2.789313953330791380e-07
